,F_max,C_half,k,F_b,DriftSlope,Fluorophore
F2,1543.8477047973454,53.999979813243726,0.5000140511967683,2687.800003256808,0.6778807417247597,FAM
F3,11.725208386538384,53.999978242011935,0.5035070630103802,2674.3319903587444,0.6088621597563398,FAM
F4,28.96557615507833,2.358293779531599e-08,2.9385412292944966,2643.921948751228,0.5509915524693432,FAM
F5,15.527746609234896,53.99997524942088,0.5044764760390009,2675.0506089706314,0.6803418342739729,FAM
F6,4.135868077794669,53.999994286313154,0.50107676383821,2670.789551123787,0.6728912366753413,FAM
F7,16.404624578771745,53.99997817392754,0.5042072746765796,2638.7703208821254,0.8660755285602392,FAM
F8,9.73599709411127,53.99999028422932,0.5018203215294396,2662.201684019368,0.7374283969326574,FAM
F9,23.293813973423767,53.99997161639742,0.5063369799291099,2664.219759036535,0.7026994652470281,FAM
F10,0.1837849736294288,53.99979561771928,0.5001262301301388,2682.426498689167,0.6750704619830932,FAM
F11,14.206526182812809,53.90636873968566,0.5000029846589648,2680.0461633602117,0.7434879229217434,FAM
F12,0.2169312603064668,53.99971182174979,0.5003009440914093,2680.185810936105,0.6717476094636456,FAM
F13,9.573916063379556,53.99979515195723,0.502480802485301,2660.250041517481,0.8132544099694571,FAM
F14,64.64033648843667,53.99983203729048,0.5035399859203267,2664.856611055164,0.7271556182177805,FAM
F15,19.714892570812026,53.999988644879345,0.5046835129226259,2686.0953268128646,0.9348251085576121,FAM
F16,6.7415858141752665,53.99951130899855,0.5013338646215103,2682.4667742601273,0.7914546076951585,FAM
F17,4546.446183554373,49.10460323291027,0.5000000082014482,2694.7106780485474,0.8301219919406326,FAM
F18,34.2327464619234,53.999926092614025,0.5096389484911631,2704.1146639277313,0.742411597967751,FAM
F19,47.66482255523147,53.99988822468055,0.5039042038303537,2676.6548876837087,0.808193445983267,FAM
F20,1.9103158927338484,53.99999596699961,0.5005188406693404,2683.1380327447655,0.8263969403237054,FAM
F21,4.528616267257405,53.99926963684036,0.5002690581058019,2659.922266413231,0.8778554400038456,FAM
F22,35.70711827868968,53.999918552912696,0.504361594499319,2644.871520572117,0.7662489855844072,FAM
F23,82.10589942160823,53.99976143956322,0.5003254392602713,2652.8930280777254,0.787204267425759,FAM
F24,27.151511871955222,53.999940957630265,0.5014564530188242,2700.0491803646487,0.8800895700421033,FAM
G1,7.611914904078617,53.99880423879131,0.5003240849807892,2688.7189083643525,0.606219601150852,FAM
G2,7785.115606063544,49.07643784297445,0.5000000000000001,2719.8865331544494,0.635003446168469,FAM
G3,0.32883720679292594,53.99992621508815,0.500346711969314,2685.8154039066494,0.6543070321695712,FAM
G4,37.689862074663324,53.99998628958605,0.5053820909806703,2713.4849755091,0.7121358594804218,FAM
G5,5.989043212098522,53.99998422683707,0.5020697416566382,2685.193418743356,0.7672951855694005,FAM
G6,110.14342269585154,53.99959654377438,0.5002018901296068,2713.9339720386724,0.6300723421606473,FAM
G7,33.616743067681455,53.99992395237065,0.5090641651823227,2732.628703301463,0.6787567914583043,FAM
G8,0.45242847202740677,53.99999948354826,0.5001448111587211,2729.942258733252,0.7279907905267736,FAM
G9,39.823295235531305,53.999911430281095,0.5110110754311211,2707.6184035377755,0.7244486328042958,FAM
G10,0.10900332598481555,53.99960179556388,0.5003672459261802,2734.6376442360533,0.7594139848050683,FAM
G11,2522.572304835994,53.22323360511067,0.9226729656593157,2701.9911930497333,0.7473532979335438,FAM
G12,7.5834315006937345,53.99996930555325,0.5024242097756014,2700.7552996266695,0.7650422559493691,FAM
G13,14.99652101563936,53.99999793430345,0.5033285260521797,2736.3915391144287,0.7108770382876346,FAM
G14,47.160576748399876,53.999889883330376,0.5026179550991452,2718.841221166533,0.7556741567475171,FAM
G15,2.1799195106306968,53.99815675601877,0.5001223533469388,2706.331242079888,0.8317016012222458,FAM
G16,8390.90847487021,27.644309674470286,41.46927852613735,4.24762789529533e-08,-49.62907760076609,FAM
G17,38.968102742103724,53.99991109181071,0.511163138148575,2676.519908949587,0.7694426925579646,FAM
G18,0.22969312272451248,53.999783091619236,0.5058962478634086,2696.918194564162,0.7938131319225681,FAM
G19,0.13192650490245228,53.99999218449516,0.5000422503139176,2689.982150107179,0.8596314777375781,FAM
G20,56.74812220145691,53.999854525153324,0.501254298658132,2683.9987106141775,0.789366881261354,FAM
G21,28.07617386326058,53.99999978768829,0.5159502818870132,2654.7115097611795,0.8686861505374879,FAM
G22,0.7113857009497337,53.99994221706218,0.5001218553083799,2673.0973166546373,0.7811628442840254,FAM
G23,27.614697900902456,53.99999986174014,0.5164228376527498,2671.835656683195,0.7905315532225684,FAM
G24,83.88816711346897,53.999763460431105,0.5006089562241202,2691.6933799011504,0.6895364588646915,FAM
H1,69.43008884199492,53.99982672917188,0.5031253670011737,2675.857428153667,0.7365755958545526,FAM
H2,21.980832935037597,53.99995281040721,0.5013696011616261,2694.3983385568276,0.7961702577668602,FAM
H3,30323.07450221309,52.60704948238002,0.5000000000186632,2682.929980373195,0.70363385394316,FAM
H4,22238.182196973474,53.999999999999915,0.5000000000001302,2695.964677019551,0.7468222511856348,FAM
H5,0.41855574754731606,53.99999011472295,0.5001688846762822,2662.7581593176233,0.6524416460115435,FAM
H6,83.0488180366674,53.99980238027037,0.5069246779075548,2678.2036997422074,0.8679805243954163,FAM
H7,12.33411653628906,53.99999999113239,0.5002244445436106,2673.7944809372725,0.7392142897464544,FAM
H8,50.4605796836604,53.99988814919022,0.5038854329914206,2667.8164853039307,0.8557454340841191,FAM
H9,13.91158854319782,3.6126765811634147,1.6866678835134845,2675.715296905313,0.6982069925831362,FAM
H10,5.943874771545623,53.999987923483864,0.5001453244673296,2675.1045813600194,0.7407231601915764,FAM
H11,2.290774763670697,53.99999498825625,0.5006140864060143,2667.980712240248,0.7482730969234661,FAM
H12,2.079475203457548,53.999996185452936,0.5004444881429772,2666.580599211874,0.6563157449621587,FAM
H13,6.50587627440018,53.999994177054134,0.5011939200475805,2649.592199859881,0.7119605049512163,FAM
H14,117.65990239220264,53.99963840734882,0.5003150394879293,2676.5747062638616,0.6850178119964059,FAM
H15,0.011729072133448426,53.99962469286611,0.5004808923469714,2682.415384564301,0.7038976248040606,FAM
H16,51.25201999573744,53.999875363122975,0.5013735476488452,2680.6008274635315,0.785330069903303,FAM
H17,0.1802034750341761,53.999522670760456,0.5000309219284371,2662.458238436249,0.8329028788444229,FAM
H18,21.316329701745758,53.99998589930036,0.5048129353988785,2672.061476636724,0.9536713156405581,FAM
H19,5.085769921052921,53.99998666196566,0.5001643236008754,2687.512230355605,0.8482229653604992,FAM
H20,21.301294001706083,53.99997978421054,0.5056625367466552,2664.8853751717033,0.7955705158446895,FAM
H21,89.34155123319567,53.99975210309124,0.5017758626690875,2662.871002741853,0.8167442660568545,FAM
H22,13.2812305362786,53.99997307607373,0.5000737079338476,2664.843208805618,0.6937850555686261,FAM
H23,16.096627060356013,53.99999632485766,0.503852941231361,2652.737783856306,0.8391890274102872,FAM
H24,16.454134839518815,53.99996586411112,0.5003398557271971,2711.2499613818345,0.7477823299124827,FAM
I1,2713.982968442609,52.315624729162806,0.9358293467429651,2669.266386224563,0.6124042544982893,FAM
I2,6.091647344365697,53.99998140521006,0.5007793257123774,2708.190893328153,0.8104697512753185,FAM
I3,39.580958132336605,53.99991057027516,0.5105720349400378,2727.309166473995,0.552079457066535,FAM
I4,0.005677878561712646,53.99921519688346,0.5023161736890204,2745.9813544061817,0.6638838076611442,FAM
I5,5.502885505477934,53.99999260619623,0.5013933568342737,2767.5784514577554,0.6421861973232825,FAM
I6,11902.041096401139,53.999999999999986,0.5000000000002668,2695.0607088280503,0.6963143417550035,FAM
I7,77.70026332206938,53.99981488970986,0.5403004308285879,2697.861362607359,0.5237162660636199,FAM
I8,39.38671824170649,53.9999078083538,0.509531743571401,2703.814922715973,0.6565989582578167,FAM
I9,20081.13649853135,49.41244786438132,0.5000000000000001,2712.3988735160838,0.6477353777392126,FAM
I10,7.41190319353575,53.999993157451165,0.5016854140299128,2706.322358995082,0.7075309059022692,FAM
I11,56.769278999162,53.99986092205849,0.5162226541685322,2697.9367882958954,0.6627251946423864,FAM
I12,33.63860024106327,53.99992100463928,0.5086390743480984,2704.732798493867,0.7031121843831786,FAM
I13,5.6628612378161165,53.99995667872349,0.5012657870249794,2710.1597534304024,0.7332724624170541,FAM
I14,67.98827314149037,53.99984786449434,0.5419497962315424,2722.023573806269,0.594526288280755,FAM
I15,12.892470945583227,53.999996707791475,0.5036009172845739,2739.3300426566016,0.5397123728175112,FAM
I16,0.27365151694877454,53.99999960761558,0.500055578468249,2706.9825148948107,0.7976274984556256,FAM
I17,17.79651847065935,53.99995445227439,0.5000477916478279,2698.916745625375,0.711697956601472,FAM
I18,1.857481129350731,53.99999997852623,0.5003187080292474,2711.073156057069,0.9045060883419475,FAM
I19,122.87093911465922,53.99962586247317,0.5000571704723513,2717.923041744046,0.7848603371409848,FAM
I20,3.2087220883282725,53.99999527292983,0.5002736032811909,2666.815837248712,0.7949112014975344,FAM
I21,0.36905522312000016,53.99997688646705,0.500142942509298,2695.8154099527937,0.7660050129869378,FAM
I22,0.010878943118498796,53.998886954859536,0.5010772818357344,2708.759616090874,0.8524363314577502,FAM
I23,90.86728443144818,53.9998020732327,0.5420507440503249,2698.181873133442,0.7533509129044212,FAM
I24,4.168392014836314,53.99999233550424,0.5009358024711241,2736.3040831289027,0.7289449164828019,FAM
J1,8270.376991468098,25.539945994051713,35.908671531006355,4.2461056623278385e-14,-56.120434149588455,FAM
J2,6.224955842806081,37.081830121667515,1.4329253397009984,2713.843181455324,0.04850127491397009,FAM
J3,92.22326270413134,53.99974650010933,0.5004950352121437,2687.5346352336633,0.735319090995715,FAM
J4,1.1926322178119324,40.157470892206824,0.500000286681146,2705.366713087793,0.42760273710052243,FAM
J5,74.44558654231412,53.999818089586036,0.5024108914132246,2673.119237322142,0.7485577340499725,FAM
J6,10.501613346742147,53.99999048959983,0.5021921429754004,2661.1498693703365,0.6919452351173684,FAM
J7,1.3566455861973452,53.99999696896235,0.5026095338412488,2692.326499907369,0.7086632456366304,FAM
J8,21.946873633309224,53.99997343086473,0.5062538507739922,2662.63425220957,0.6525493325332894,FAM
J9,7.890923621224317,53.999986878184984,0.5015512882410039,2699.551534890823,0.9721413266825604,FAM
J10,29.51822754709326,53.99993063032544,0.5077463369869792,2656.5456545235675,0.7554964334730228,FAM
J11,14.872346699151807,3.8450614350846397,1.4204178890770078,2635.725151038049,0.5508973652621746,FAM
J12,9.851467859194884,53.99999261843649,0.5015278002181729,2639.0355410411075,0.7297161013364134,FAM
J13,50.74427373073706,53.999611426088414,0.5161880747510423,2650.8081588988866,0.8426185813140487,FAM
J14,74.43695202666959,53.999811594607614,0.5036105273484699,2686.45317669351,0.8630202771183652,FAM
J15,96.20971502824068,53.99977335547066,0.5049200232003295,2710.797034123028,0.7964922154627154,FAM
J16,0.16452738127568978,53.99992692594673,0.5001455488287251,2684.6882885233576,0.8451785738224356,FAM
J17,3.2031735457526906,53.9999992586393,0.500420090008055,2670.848252990862,1.0114948625536675,FAM
J18,17.591641760284574,53.999988505189705,0.5048094328276223,2683.385378253718,0.7034514609571492,FAM
J19,10.535216932477113,53.99999994121107,0.501941783317413,2709.514652489745,0.9159568834521633,FAM
J20,21.974800885406466,53.99999999423642,0.5091081967837974,2668.873640558558,0.8642156425259149,FAM
J21,9.118082880363147,53.999983350603365,0.5005245175408976,2678.2562489364736,0.8081824564530319,FAM
J22,28.752452516103176,53.999936014557754,0.5073453461043843,2649.452109704749,0.7481148922348746,FAM
J23,18.481434346107562,53.999972680451606,0.5042143711203468,2664.2316462551285,0.8009864859654474,FAM
J24,39.36776165473782,53.99991255128363,0.5108596403848745,2706.5860793281813,0.6901409886684416,FAM
K1,322.9747854211983,53.99589987683756,0.6286925731431118,2711.584983223176,0.4528237608810826,FAM
K2,12.755982939627275,38.64278511095985,1.0594631943652857,2773.082948272012,-1.4732038564688477,FAM
K3,0.03278710440309851,53.999913899456075,0.5002083354338692,2723.830451746842,0.6706543101825038,FAM
K4,5.443137705394349,53.99949273748123,0.5012618014382321,2765.1781943729256,0.5468997130586155,FAM
K5,34.5661660046851,53.99992318251317,0.5092961254240659,2697.6477196727337,0.7862808801745859,FAM
K6,0.027745250904672503,53.999534316539496,0.5001052674007845,2722.9447571576275,0.617587635850779,FAM
K7,15.454916848069217,53.999965149447995,0.5005468354745961,2750.0023304535953,0.6670934977977899,FAM
K8,17.069152435709725,53.99996573854925,0.5003308673447445,2737.0115465263257,0.9001639862219266,FAM
K9,23.79010055867377,53.999950211763235,0.5003241020654314,2724.1787708231973,0.7457083270867876,FAM
K10,0.7084649187847845,53.999992106789726,0.5001894022554337,2722.218167314726,0.7635639095959736,FAM
K11,66.77795032898825,53.9998386978309,0.5013259634534413,2707.298733061854,0.8062392468684032,FAM
K12,4.445159673590524,53.99879555081955,0.5004740672611478,2696.42681852592,0.7870194895812247,FAM
K13,1.5789584868142583,53.99984343999123,0.5002501045962278,2698.4282098137364,0.7471803215460538,FAM
K14,72.74419582615656,53.99980744804374,0.5008708023939072,2699.2289634594763,0.8558109560778145,FAM
K15,70.56954294141212,53.99983771961897,0.5140793055537425,2708.8283564018907,0.7310605016438675,FAM
K16,4.5330116771988855,53.99999079816785,0.5010714179050244,2728.44448847113,0.6964110136751686,FAM
K17,0.27218629662273486,53.99999941122163,0.5000684218410749,2690.9737799754816,0.7599251633573572,FAM
K18,53.89869930904149,53.99988061215856,0.5134239645774203,2706.0169116591564,0.7839232267604006,FAM
K19,18.737522034681092,53.99998536025405,0.5051452041217623,2688.1722979114566,0.766258451001963,FAM
K20,32.159742040523156,53.99992872988593,0.5088317857760124,2692.55950688738,0.8141146383519162,FAM
K21,14.43227981938685,53.99999676532272,0.5033386597377033,2686.1038791619203,0.8535441331177223,FAM
K22,2.4685681465409175,53.99998185396875,0.500509770623154,2697.9775626890223,0.8203773121051974,FAM
K23,18.9852616243154,53.99998685736411,0.5050209130680556,2702.6744101152212,0.8924187078866518,FAM
K24,10.724466342583867,53.999999998883595,0.5004018244187172,2723.421048145635,0.7906904032474602,FAM
L1,3.193840122936917,27.69651222765975,0.8818298978825823,2732.8040877655317,0.41509465077521857,FAM
L2,22.271046979310086,53.99999775797041,0.503371781536052,2703.8300829612376,2.7654326706562635,FAM
L3,403.4505136610318,52.03394140940984,0.5316018713037922,2684.3088050580645,0.7406993369573383,FAM
L4,25.044913013633277,53.999999974504014,0.5093021278814543,2698.3117832945545,0.7629680613531938,FAM
L5,197.74891254825988,53.9023951920913,1.8231493421872123,2686.2523374836987,0.7405364984600966,FAM
L6,31.924388014652777,53.999999762787745,0.5147987779727589,2685.2837849910884,0.7588473061934738,FAM
L7,4.265457052977808,53.99999573104916,0.5012779272825637,2692.810301686553,0.8450980770673936,FAM
L8,83.35162618928462,53.99976669444176,0.5012871751770509,2710.9781002934888,0.7093991395223352,FAM
L9,24.125911017698513,53.99994379352861,0.5015033710873831,2689.600341756862,0.7114317323218982,FAM
L10,6635.27504590275,49.302323093300096,0.5000000000000004,2682.0176027538764,0.7661622135681666,FAM
L11,0.2192086064361547,53.99999955425784,0.5000215224517712,2667.1914770782896,0.7286128442432996,FAM
L12,6431.537869454091,49.34378158645749,0.5000000000136959,2670.2355622696064,0.7444836245626756,FAM
L13,3.5931357539591886,53.98627572974378,0.5000000116632053,2661.063425583376,0.8292949960345227,FAM
L14,66.20064211207944,53.9998504646929,0.5074527204564402,2666.7310713363663,0.8375998571566985,FAM
L15,0.00524963140436796,53.99805360086916,0.5015200153737501,2672.701410132459,1.0333360326596805,FAM
L16,2.3188294362922477,53.99821852768721,0.5001738251106987,2678.3031181096712,0.8241854168880076,FAM
