filename,signal_0,signal_1,group,guid
1_20210226_184536.png,5.917227109021383,51.86416008597306,exp3_full_worklist,1
2_20210226_184538.png,63.33630621929933,45.78571434415303,exp3_full_worklist,2
3_20210226_184539.png,2.200410509623344,42.77117580146669,exp3_full_worklist,3
4_20210226_184541.png,35.1729477823848,44.3612977134703,exp3_full_worklist,4
5_20210226_184543.png,2.0473989318078574,48.25762223731172,exp3_full_worklist,5
6_20210226_184545.png,48.59175467066118,48.71202711484184,exp3_full_worklist,6
7_20210226_184546.png,20.41548548523557,52.40991886273719,exp3_full_worklist,7
8_20210226_184548.png,55.1578186660009,47.423403375944105,exp3_full_worklist,8
9_20210226_184612.png,2.88828194565805,37.89784332156812,exp3_full_worklist,9
10_20210226_184614.png,18.48856463103972,42.137171919664425,exp3_full_worklist,10
11_20210226_184616.png,2.33770783690943,44.49891313862829,exp3_full_worklist,11
12_20210226_184617.png,18.28656876035216,48.48885353230554,exp3_full_worklist,12
13_20210226_184619.png,16.028840602108588,47.91299787686328,exp3_full_worklist,13
14_20210226_184621.png,40.40751554332091,47.12908154376724,exp3_full_worklist,14
15_20210226_184623.png,3.028421880874736,43.89037800075821,exp3_full_worklist,15
16_20210226_184625.png,21.71123531898027,40.78879385603969,exp3_full_worklist,16
17_20210226_184654.png,1.5912237736604264,47.949107703468,exp3_full_worklist,17
18_20210226_184656.png,17.979779985060222,49.114085636083225,exp3_full_worklist,18
19_20210226_184658.png,5.963028321438117,49.79392211669788,exp3_full_worklist,19
20_20210226_184659.png,44.39310328928354,49.76519456582824,exp3_full_worklist,20
21_20210226_184701.png,1.7157663767874898,49.728367220789664,exp3_full_worklist,21
22_20210226_184703.png,22.383063961655893,46.67189110259415,exp3_full_worklist,22
23_20210226_184705.png,2.0779993886472568,47.48153804462576,exp3_full_worklist,23
24_20210226_184707.png,22.057579574331545,47.49517145389203,exp3_full_worklist,24
25_20210226_184734.png,3.782542472568679,39.28069871594313,exp3_full_worklist,25
26_20210226_184735.png,14.617500022436488,26.00281366686137,exp3_full_worklist,26
27_20210226_184737.png,1.988152401558968,50.76718433581439,exp3_full_worklist,27
28_20210226_184739.png,17.181667415096445,42.47082347984305,exp3_full_worklist,28
29_20210226_184741.png,1.855619039215976,44.345588796178845,exp3_full_worklist,29
30_20210226_184743.png,16.821792405812374,28.67741458032344,exp3_full_worklist,30
31_20210226_184744.png,2.2730049679632742,29.9914432778578,exp3_full_worklist,31
32_20210226_184746.png,45.88001472136015,31.33797943505736,exp3_full_worklist,32
33_20210226_184817.png,1.900325575725191,34.50108444769135,exp3_full_worklist,33
34_20210226_184819.png,29.874541209540592,24.483210792292265,exp3_full_worklist,34
35_20210226_184821.png,2.750394833120722,28.025318041982757,exp3_full_worklist,35
36_20210226_184823.png,33.88994835804473,26.681451473089368,exp3_full_worklist,36
37_20210226_184825.png,10.670363142278276,28.7262387033263,exp3_full_worklist,37
38_20210226_184827.png,39.08186065588385,30.47573545612168,exp3_full_worklist,38
39_20210226_184828.png,2.3345140801767834,27.867928628469343,exp3_full_worklist,39
40_20210226_184830.png,15.09525472295412,23.101329430599183,exp3_full_worklist,40
41_20210226_184858.png,1.702166277198747,27.94471580509264,exp3_full_worklist,41
42_20210226_184859.png,14.344875610849916,25.678674981559684,exp3_full_worklist,42
43_20210226_184901.png,9.72998548564351,30.315155775153627,exp3_full_worklist,43
44_20210226_184903.png,26.73766228298835,26.04508691587679,exp3_full_worklist,44
45_20210226_184905.png,2.2066995843677737,25.361804483319258,exp3_full_worklist,45
46_20210226_184906.png,16.160826154846408,29.167513057213306,exp3_full_worklist,46
47_20210226_184908.png,2.4959285388720738,24.898697124618508,exp3_full_worklist,47
48_20210226_184910.png,14.648553461213046,24.764243277677195,exp3_full_worklist,48
49_20210226_184941.png,2.6911713431069253,27.130322805605857,exp3_full_worklist,49
50_20210226_184943.png,31.296721191761577,29.853078259160515,exp3_full_worklist,50
51_20210226_184944.png,1.785196281039499,25.788052409925932,exp3_full_worklist,51
52_20210226_184946.png,16.826569992364934,25.93297475852825,exp3_full_worklist,52
53_20210226_184948.png,2.0831734143330607,22.168375511298866,exp3_full_worklist,53
54_20210226_184950.png,21.518964420997147,28.83482586561865,exp3_full_worklist,54
55_20210226_184952.png,3.029046535880876,30.350808302875308,exp3_full_worklist,55
56_20210226_184954.png,15.867342730542882,28.37930884692714,exp3_full_worklist,56
57_20210226_185021.png,1.6201342435197408,24.36904158199553,exp3_full_worklist,57
58_20210226_185023.png,8.419570091124706,24.394916259761164,exp3_full_worklist,58
59_20210226_185025.png,2.089421635893911,23.985352508665063,exp3_full_worklist,59
60_20210226_185026.png,15.373844162109076,25.735708974580277,exp3_full_worklist,60
61_20210226_185028.png,2.970038586501777,34.33667754906168,exp3_full_worklist,61
62_20210226_185030.png,41.72864363040309,28.742070294675163,exp3_full_worklist,62
63_20210226_185032.png,1.9721208541507496,24.616930302182823,exp3_full_worklist,63
64_20210226_185034.png,25.81163488438691,28.11767298459408,exp3_full_worklist,64
65_20210226_185104.png,2.20711482951252,25.536849307378144,exp3_full_worklist,65
66_20210226_185106.png,29.570778023355142,27.678531009265512,exp3_full_worklist,66
67_20210226_185108.png,11.301408889416953,29.988874398124683,exp3_full_worklist,67
68_20210226_185110.png,37.68997080317716,29.18237684292802,exp3_full_worklist,68
69_20210226_185112.png,2.9667154665259168,20.99143080103836,exp3_full_worklist,69
70_20210226_185113.png,15.169757437182398,27.3667663133536,exp3_full_worklist,70
71_20210226_185115.png,2.3116681882672765,27.556290054508665,exp3_full_worklist,71
72_20210226_185117.png,14.355311884754949,23.91066159803414,exp3_full_worklist,72
73_20210226_185145.png,10.467354198676407,22.52423206110593,exp3_full_worklist,73
74_20210226_185147.png,26.417631143356747,27.16092183890512,exp3_full_worklist,74
75_20210226_185148.png,2.5638194867677746,22.180166785537924,exp3_full_worklist,75
76_20210226_185150.png,11.785281481349385,25.023683794580005,exp3_full_worklist,76
77_20210226_185152.png,1.8472788064559469,25.50535186505977,exp3_full_worklist,77
78_20210226_185154.png,15.402535150531651,26.35457255387031,exp3_full_worklist,78
79_20210226_185156.png,3.0573524584523804,22.65637675344089,exp3_full_worklist,79
80_20210226_185157.png,26.50244105144898,26.9023206607895,exp3_full_worklist,80
81_20210226_185228.png,1.916203761494619,22.498943280115597,exp3_full_worklist,81
82_20210226_185230.png,14.354136155156112,23.87215058731661,exp3_full_worklist,82
83_20210226_185232.png,1.693534584390903,26.17546131197308,exp3_full_worklist,83
84_20210226_185233.png,22.839986785238565,24.037555940555976,exp3_full_worklist,84
85_20210226_185235.png,2.460733158573627,28.095358607194456,exp3_full_worklist,85
86_20210226_185237.png,15.739147458253123,28.210309266247048,exp3_full_worklist,86
87_20210226_185239.png,1.9760576043383369,24.14597642158814,exp3_full_worklist,87
88_20210226_185241.png,9.172848185596658,22.69720743951281,exp3_full_worklist,88
89_20210226_185308.png,2.4996534480851125,24.880086106181174,exp3_full_worklist,89
90_20210226_185310.png,12.315825429188308,30.58762641502533,exp3_full_worklist,90
91_20210226_185312.png,2.132954964701303,22.692157982967878,exp3_full_worklist,91
92_20210226_185314.png,26.43252849554085,21.293927421468748,exp3_full_worklist,92
93_20210226_185315.png,2.676403873245711,26.89164034517081,exp3_full_worklist,93
94_20210226_185317.png,26.959373645789867,25.014199296050123,exp3_full_worklist,94
95_20210226_185319.png,2.058800551680468,21.71479137757308,exp3_full_worklist,95
96_20210226_185321.png,25.40360249101929,24.013668952652665,exp3_full_worklist,96
1_20210226_215847.png,1.836726102915686,44.51155288910977,exp4_full_worklist,1
2_20210226_215848.png,4.997731269910379,47.6068084468632,exp4_full_worklist,2
3_20210226_215850.png,1.843262141539493,49.11522423127733,exp4_full_worklist,3
4_20210226_215852.png,65.1616800233013,47.14218013569612,exp4_full_worklist,4
5_20210226_215854.png,2.4359855727475264,46.2812372365782,exp4_full_worklist,5
6_20210226_215856.png,18.41054151142779,44.4862589505619,exp4_full_worklist,6
7_20210226_215857.png,2.788140436752192,47.85011546708037,exp4_full_worklist,7
8_20210226_215859.png,3.739413491634186,47.90976034332461,exp4_full_worklist,8
9_20210226_215924.png,2.752201698274618,44.92933957084125,exp4_full_worklist,9
10_20210226_215926.png,60.29872866250346,43.10013261190087,exp4_full_worklist,10
11_20210226_215928.png,2.3489580345543573,45.7286650939083,exp4_full_worklist,11
