,F_0,F_1,F_2,F_max,deltaF,R2_score,C_half,dFdC_half,C_lift,C_slow,deltaC,Fluorophore
H1,3815.311763434532,8169.111293413649,15454.529243072202,17731.431360519768,13916.119597085235,0.9993699405979832,108.2742852236079,3102.899881320433,103.55,112.99,9.439999999999998,FAM
H2,4342.565740915187,9637.763650594907,18631.917141049147,22786.62992853304,18444.064187617852,0.9993603302962363,81.81296238404286,3848.9348601086776,78.58,85.04,6.460000000000008,FAM
H3,4231.255019191701,10522.8014821259,20620.742599315538,24941.94073780544,20710.68571861374,0.9988071810793893,92.97260242877636,4309.475430457012,89.4,96.54,7.140000000000001,FAM
H4,4429.535814596784,9957.368192717946,23583.84655862206,29424.166665066692,24994.63085046991,0.9984761876597522,49.65377694216294,5815.436634151829,42.01,57.3,15.29,FAM
H5,5026.131567982739,10805.707182688124,24407.709577536447,30153.718243233016,25127.586675250277,0.9983348883940879,61.04384708875443,5872.51472347651,58.02,64.07,6.04999999999999,FAM
H6,4686.47580341021,11305.371127890972,25292.306885970174,32593.634737825483,27907.158934415274,0.999153953520432,49.920295575023694,5996.141016843754,46.8,53.04,6.240000000000002,FAM
H7,5110.443903837155,11369.833149046177,26421.758190078017,33019.164935286295,27908.72103144914,0.9994328815401945,49.897330945242174,6480.078680980283,46.16,53.64,7.480000000000004,FAM
H8,5010.055389765946,11234.21907453024,25465.929430804972,32167.05329556576,27156.997905799817,0.9995947592611933,49.68389686802306,6113.8824771256095,46.1,53.27,7.170000000000002,FAM
H9,5129.547450980631,11074.813056691708,25029.078661446107,31302.015400659075,26172.467949678445,0.9991011734833811,51.32688074159252,6004.725135065788,47.87,54.78,6.910000000000004,FAM
H10,2193.0185731990937,2222.2784453658164,2249.051133883354,2320.120454940144,127.10188174105042,0.9959231485550362,35.20838015965233,7.353826221754869,28.24,42.17,13.930000000000003,FAM
