,F_0,F_1,F_2,F_max,deltaF,R2_score,C_half,dFdC_half,C_lift,C_slow,deltaC,Fluorophore
F10,2264.4225584895676,2638.321790630039,2994.3469120740483,3085.885752338239,821.4631938486714,0.995670676903374,108.93983384379317,144.38585160117245,103.21,114.67,11.460000000000008,HEX
F11,2478.097075557814,2991.192481958764,4102.472495263229,4650.337850785225,2172.2407752274107,0.9921694170095622,53.711089003360534,464.0322218763921,45.29,62.13,16.840000000000003,HEX
F12,2506.164191350669,3094.911727997261,4263.363938459632,4883.240991983217,2377.076800632548,0.9996677691443056,55.913408382673126,485.45213560762824,48.46,63.36,14.899999999999999,HEX
G1,2283.923742442323,2777.5864740379657,3493.930866326579,3727.0766860377635,1443.1529435954403,0.9995644161150881,109.67157310161669,304.8543728815144,105.75,113.6,7.849999999999994,HEX
G2,2317.5276516146855,2902.470171817466,3799.243240950953,4169.015360591493,1851.4877089768074,0.9982984238541507,98.46082386499003,382.43415169963606,94.86,102.07,7.209999999999994,HEX
G3,2387.5668081082813,2981.773523953734,3885.0908204806756,4122.057578859234,1734.4907707509528,0.9973403384529204,111.42851524091938,384.57293199098604,107.23,115.62,8.39,HEX
G4,2413.1219015389825,2941.178185540987,4199.233261881543,4793.560138459172,2380.4382369201894,0.9986678562838575,41.906188658111816,541.124546865855,38.53,45.29,6.759999999999998,HEX
G5,2449.8207501666925,3019.8964125552825,4285.275625233033,4941.951409716074,2492.130659549381,0.9952332196954504,44.31954623223084,542.8062479909538,41.13,47.51,6.3799999999999955,HEX
G6,2392.5216287512008,2934.7903172867204,3999.851073355766,4556.89297172741,2164.3713429762097,0.9980652754118877,57.33131881453996,455.74221106160513,54.03,60.64,6.609999999999999,HEX
G7,2354.860998028317,2835.8549471891497,3871.536682516127,4421.5058220522515,2066.6448240239342,0.9985808667861176,46.42902038492189,442.719502936005,42.73,50.13,7.400000000000006,HEX
G8,2365.771349551282,2859.698661195886,3849.6055026157337,4381.601447968864,2015.8300984175817,0.9984826893453765,53.38701682466123,421.2554047711193,49.32,57.45,8.130000000000003,HEX
G9,2435.1387944418175,2954.5542768692844,4114.058846499217,4687.472346938788,2252.3335524969707,0.9992400172075862,48.04058113123358,497.78455720219137,44.79,51.29,6.5,HEX
G10,1915.0722732203888,1916.4293584640561,1918.5701178472987,1924.1623495561732,9.090076335784488,0.597599013493138,13.771161687299378,0.9450120637140281,13.11,14.43,1.3200000000000003,HEX
G11,1947.6064480353373,1949.7197379116167,1950.7323086551783,1952.2233128301693,4.616864794832054,0.4020224597944365,72.82201342770472,0.44815008724141947,72.16,73.48,1.3200000000000074,HEX
G12,1926.7668201329304,1926.7668201329304,1932.5548368518828,1936.6496569391297,9.882836806199293,0.5878649269149396,3.9222457035741405,3.733138032287232,0.0,18.39,18.39,HEX
H1,2206.4065360686295,2640.585129140184,3380.604805173515,3608.445918170912,1402.0393821022826,0.9994337990266287,108.37061558708827,315.23928688686436,103.61,113.13,9.519999999999996,HEX
H2,2377.576245893101,2900.2422720827144,3773.480078250704,4181.2536831317175,1803.6774372386167,0.9983683206288537,81.50386582717199,373.63905017851,78.44,84.57,6.1299999999999955,HEX
H3,2312.3904458156385,2941.4383626446074,3961.8967198868854,4396.430349834226,2084.0399040185875,0.9986369613740895,93.03715287313982,435.9838224933492,89.54,96.54,7.0,HEX
H4,2359.123510323198,2953.9500485754193,4280.395794214518,4938.380735180643,2579.2572248574447,0.9981986606897005,49.44486684300644,558.527354153228,42.05,56.84,14.790000000000006,HEX
H5,2417.2080645830783,3002.6242203146385,4355.888102396983,4936.143081560575,2518.935016977497,0.9985360815501358,61.347658599100235,583.3962077725023,58.47,64.23,5.760000000000005,HEX
H6,2414.0128819045076,3123.441175922353,4435.78467718623,5247.6161108277265,2833.603228923219,0.9991654978614957,50.02139827999465,560.2308454121054,47.08,52.96,5.880000000000003,HEX
H7,2474.862623158911,3130.8954379067027,4581.939934810601,5294.439036289242,2819.576413130331,0.9995271018363107,50.073747955778,621.8352268193265,46.32,53.83,7.509999999999998,HEX
H8,2484.402356946432,3125.3909030618265,4467.202289108378,5180.082721262272,2695.6803643158396,0.9995456920825191,49.581205029544435,574.3210036152576,46.09,53.07,6.979999999999997,HEX
H9,2502.1068708809257,3120.4426872751665,4462.83699947946,5129.965175349404,2627.858304468478,0.9991989092071846,51.38683684411568,575.7203735665158,48.0,54.77,6.770000000000003,HEX
H10,1940.636362398784,1942.9570868009469,1948.1117545143459,1951.9494187746698,11.313056375885708,0.8033679869249095,30.423187588342024,2.104328909225587,23.41,37.44,14.029999999999998,HEX
H11,1935.234772355248,1935.234772355248,1940.468733225401,1943.6316840358604,8.396911680612448,0.5936903375421897,1.4461357321800758e-11,4.761088538790977,0.0,31.69,31.69,HEX
H12,1956.036628317155,1956.036628317155,1962.6242751863979,1973.6579324892768,17.62130417212188,0.723042567860175,1.0437605176620637e-10,5.510173349336638,0.0,5.2,5.2,HEX
A1,1804.8400747509495,1808.3375729063337,1808.9087391814414,1820.4753363202963,15.635261569346767,0.8026192636700935,88.55503621042132,0.18752167821160962,87.9,89.21,1.309999999999988,Texas Red
A2,1806.411752057951,1808.632309263216,1809.4152809718964,1825.1119418267892,18.7001897688383,0.865484487487252,99.53360960649646,0.2670433446310252,98.88,100.19,1.3100000000000023,Texas Red
A3,1779.4200812375832,1798.454653470727,1779.4200812375832,1798.454653470727,19.034572233143763,0.8706725241903402,71.23932831376275,77.05145173491178,0.0,119.99,119.99,Texas Red
A4,1640.7666623032874,1804.7450001737811,1812.1557238129449,1824.2903137973979,183.52365149411048,0.8965778304973988,31.32617975566536,40.1412321291985,15.26,47.39,32.13,Texas Red
A5,1656.5446434781077,1663.723650334654,1669.6558634275066,1851.0819011091912,194.53725763108355,0.8720365084746954,102.4940170658069,11.571423677457336,96.31,108.68,12.370000000000005,Texas Red
A6,1620.8678022729302,1789.0572194988974,1796.1387771435288,1805.933583636678,185.06578136374765,0.869308092812345,24.284818662814565,20.336247777145747,14.33,34.24,19.910000000000004,Texas Red
A7,1647.6106012168475,1657.9196574132,1666.353731423952,1832.3027593300642,184.6921581132167,0.8813011836435618,94.49716111918167,21.413085771552886,84.44,104.56,20.120000000000005,Texas Red
A8,1660.7752714155258,1671.0977865149246,1681.164534048768,1836.712755850432,175.93748443490608,0.8763408362973728,92.25773998262167,23.706742348767484,81.41,103.11,21.700000000000003,Texas Red
A9,1720.75083698542,1728.5694142099373,1738.870273009396,1879.330742296956,158.5799053115361,0.883194399867605,91.02528940355002,25.74923928849474,78.77,103.28,24.510000000000005,Texas Red
A10,1854.9339519435412,1895.8040731172302,1854.9339519435412,1902.1969226416106,47.262970698069466,0.6177801531010666,80.54163639540269,-0.3938909133214924,16.23,119.99,103.75999999999999,Texas Red
A11,1736.0169337145367,1906.0332016969505,1909.8776403079626,1920.7079835348773,184.6910498203406,0.9115062329556298,18.855510954617763,10.545489715977448,12.43,25.28,12.850000000000001,Texas Red
A12,1752.8947985157176,1761.0139072034162,1767.816933896324,1916.3328691532909,163.43807063757322,0.9078533289107488,89.96112260024559,36.141952962630846,73.76,106.16,32.39999999999999,Texas Red
B1,1824.7897422508695,1849.3930213391473,1824.7897422508695,1849.3930213391473,24.60327908827776,0.676084225700772,49.278056188116054,635.8237124476171,0.0,119.99,119.99,Texas Red
B2,1777.291234242076,1834.9533098192783,1777.291234242076,1834.9533098192783,57.66207557720236,0.742330418301679,50.16985021610335,1267.8201994933036,0.0,119.99,119.99,Texas Red
B3,1812.5715653644252,1812.625607612611,1825.158462584515,1825.158462584515,12.586897220089895,0.7896808101949961,143.99999999922994,4.070809127624089,119.99,0.0,-119.99,Texas Red
B4,1651.3820063030753,1667.1872800534707,1677.1333979510798,1869.0196298310063,217.63762352793105,0.8903976519099084,91.54052930024821,29.953258096972046,80.06,103.02,22.959999999999994,Texas Red
B5,1652.068921031694,1663.9242838148323,1677.5667872960737,1856.3350855996105,204.26616456791658,0.8885400490044875,90.05350612456955,33.59559647760303,77.76,102.35,24.58999999999999,Texas Red
B6,1631.0383138949874,1643.8926411434074,1652.1674884034219,1858.0831030986863,227.04478920369888,0.8882401413583859,95.27805371536536,25.547194035992693,85.06,105.49,20.429999999999993,Texas Red
B7,1633.573315398386,1643.9641369981168,1658.9605033369794,1860.169608406723,226.59629300833694,0.8776471144902234,92.69538637435026,31.099668695009292,82.03,103.36,21.33,Texas Red
B8,1659.3853753463404,1674.8440417854483,1683.4577873231528,1886.0595887018949,226.67421335555446,0.8975216960205454,93.54711581256946,27.203607431854596,82.9,104.2,21.299999999999997,Texas Red
B9,1689.8110064964062,1702.161052862601,1711.201402614768,1905.3492342986233,215.53822780221708,0.8857023122889257,94.72100079839367,24.62313184685233,84.62,104.82,20.19999999999999,Texas Red
B10,1874.3807077063257,1888.0383904616124,1874.3807077063257,1888.0383904616124,13.657682755286714,0.6647958208779914,66.57869267564983,303.2290050842046,0.0,119.99,119.99,Texas Red
B11,1724.9937300283013,1898.916604594785,1900.8814478379868,1913.6838623275332,188.6901322992319,0.9351429242893441,18.15039216416623,9.17801117597606,12.03,24.27,12.24,Texas Red
B12,1713.8633562545676,1726.8351937646062,1730.3487965825543,1924.885965422047,211.02260916747946,0.9353437807874204,100.50432094781155,13.234096025577061,93.37,107.64,14.269999999999996,Texas Red
C1,1703.6630330287007,1840.0952561699546,1703.6630330287007,1840.0952561699546,136.43222314125387,0.9165260715064684,43.961631499524586,1336.039943654871,0.0,119.99,119.99,Texas Red
C2,1677.0784456413642,1832.2703536226672,1767.921855788919,1832.2703536226672,155.19190798130307,0.9774469335326426,39.00016644600656,432.24129696125425,0.0,97.21,97.21,Texas Red
C3,1815.3991350637443,,,1826.7207698193586,11.321634755614241,0.7124328058634966,116.54747158989328,1.2724679016826093,,,,Texas Red
C4,1659.9243206087858,1670.298473198856,1681.0584292224787,1872.8033257357856,212.8790051269998,0.8880723240459589,92.40413414260516,32.989768199324686,80.01,104.8,24.789999999999992,Texas Red
C5,1652.449249179199,1661.9028036055531,1675.4840049804598,1873.842363520828,221.39311434162914,0.8812042665620966,91.45180855816653,37.61235515219,78.61,104.3,25.689999999999998,Texas Red
C6,1640.457472340982,1651.311015153175,1665.6733877816205,1869.274086331242,228.81661399026007,0.891449278905757,91.51442523962773,36.34661149458293,79.37,103.65,24.28,Texas Red
C7,1639.9798767076209,1649.9091608880829,1663.0385182242285,1866.6024276861833,226.62255097856246,0.880077960201415,93.24147298308662,31.68675496141014,82.07,104.41,22.340000000000003,Texas Red
C8,1661.4212842810239,1673.1828334437298,1684.7650054500607,1889.1616682071774,227.74038392615353,0.887476331088509,94.1358308081739,27.764982577682026,83.87,104.4,20.53,Texas Red
C9,1670.2881642968064,1678.1638163989523,1688.2928133873834,1903.1567457168737,232.86858142006736,0.867929306521456,99.46649921104374,19.377219470548532,91.79,107.14,15.349999999999994,Texas Red
C10,1786.8380856764636,1870.8215951495017,1786.8380856764636,1870.8215951495017,83.98350947303811,0.9388558217130608,48.21018266155157,1303.4557679191378,0.0,119.99,119.99,Texas Red
C11,1675.7499832436592,1688.5127699828718,1698.896846782067,1904.1263164185991,228.37633317493987,0.9181962575093826,94.00791211373627,28.1155140690836,83.44,104.57,21.129999999999995,Texas Red
C12,1716.7613136199411,1726.7080500681343,1738.1492652737368,1928.6115543834874,211.85024076354625,0.9125760717267031,92.08464653041972,33.81620878324759,79.55,104.62,25.070000000000007,Texas Red
D1,1833.9710692618187,1834.6353053563769,1835.7785670168164,1839.5238834537893,5.552814191970583,0.4146796500608274,84.05384878852973,0.4694712840658462,83.4,84.71,1.309999999999988,Texas Red
D2,1819.6969916364776,1831.0779434331546,1819.6969916364776,1831.0779434331546,11.380951796676982,0.49979193931349364,47.887059764552966,253.24975785470022,0.0,119.99,119.99,Texas Red
D3,1814.4564951421037,1814.4564951421037,1821.6204518900508,1821.6204518900508,7.163956747947168,0.4893944928231847,143.06596700514794,1.4715532800182305,119.99,0.0,-119.99,Texas Red
D4,1669.8808850029611,1681.3369118523942,1689.7135654329322,1891.724905754272,221.84402075131084,0.8879218522873468,96.22520174736621,23.32025945994965,86.6,105.85,19.25,Texas Red
D5,1664.7528302584822,1672.5026194519749,1680.5392280007636,1875.0783029364331,210.32547267795098,0.8496466723403193,100.93950108005554,14.49072160827809,94.26,107.62,13.36,Texas Red
D6,1656.1313308951444,1667.9543936172927,1675.7973041716994,1867.1130907841696,210.98175988902517,0.8723866333004184,97.24222613402584,18.557310215382397,88.91,105.57,16.659999999999997,Texas Red
D7,1681.2226261726644,1691.1782847828244,1697.3743264850057,1869.2307665808094,188.00814040814498,0.891687140024499,97.27618757875051,17.75774131252827,88.24,106.31,18.070000000000007,Texas Red
D8,1663.9037845159726,1672.89357381858,1679.5510238521404,1880.7202663084859,216.8164817925133,0.8573691579921956,101.47201164406997,13.926844934005093,94.86,108.09,13.230000000000004,Texas Red
D9,1654.227952937006,1849.583739199775,1654.227952937006,1875.2419147866326,221.01396184962664,0.8369349337807287,142.95445012868885,-1.8419364785252152,13.93,119.99,106.06,Texas Red
D10,1877.3193694386287,1889.757470918336,1877.3193694386287,1889.757470918336,12.438101479707257,0.5760178503225097,66.66307797008761,330.7772791445383,0.0,119.99,119.99,Texas Red
D11,1692.7212737209113,1860.7149512886854,1692.7212737209113,1894.2364328867338,201.51515916582252,0.9008628555597933,110.75734106873772,-1.6794329457936865,19.96,119.99,100.03,Texas Red
D12,1724.7861237648317,1734.2441193848174,1737.6005275506348,1893.4579564598525,168.67183269502084,0.9341547905621287,99.57528174650609,12.708759795325957,91.49,107.66,16.17,Texas Red
E1,1823.4361155606873,1837.7439269523068,1823.4361155606873,1840.4468206163135,17.010705055626204,0.8327860494794503,143.9999999999886,41.40942691141598,12.3,119.99,107.69,Texas Red
E2,1800.1182326705214,1830.2908259723547,1800.1182326705214,1830.2908259723547,30.17259330183333,0.8792703335497005,54.61021664665833,582.3414287793106,0.0,119.99,119.99,Texas Red
E3,1802.1168088358359,1806.9280423952735,1807.04413693847,1822.4060766262871,20.289267790451277,0.8739187182611594,87.97227273228908,0.3954878817438179,84.7,91.24,6.539999999999992,Texas Red
E4,1643.7543743419078,1652.126687814488,1666.9403977201298,1866.504548165883,222.75017382397527,0.875391177589563,92.88436396206794,32.510529248298006,81.66,104.11,22.450000000000003,Texas Red
E5,1642.1641372699553,1654.913466146751,1669.8421264423118,1879.5801951693386,237.4160578993833,0.8831190771207176,90.11170765548441,41.672658654295034,77.04,103.19,26.14999999999999,Texas Red
E6,1646.9439050907865,1656.8458813798516,1666.419839372522,1856.215968933779,209.27206384299257,0.9115639235252871,95.69954380204341,23.118725103102836,86.02,105.38,19.36,Texas Red
E7,1656.2058844803828,1673.5521529655264,1682.4202696790267,1892.4533552011007,236.24747072071796,0.8984656689466153,91.34797956122561,35.11970140977805,78.86,103.84,24.980000000000004,Texas Red
E8,1632.6603409694346,1649.010809445617,1660.1770605933832,1867.1734312518752,234.51309028244054,0.9011219812643533,90.581619938258,36.87575238730954,77.98,103.18,25.200000000000003,Texas Red
E9,1674.5705194797317,1687.5364114463455,1701.5994459379267,1915.0921391738727,240.521619694141,0.8975994935434112,90.46844680617323,41.72796396996834,77.34,103.6,26.25999999999999,Texas Red
E10,1803.901624971391,1869.0971634172588,1803.901624971391,1869.0971634172588,65.1955384458679,0.9319055681840265,46.95214433243191,1261.0727009005639,0.0,119.99,119.99,Texas Red
E11,1719.201577577435,1728.2227116281317,1737.8600481558847,1904.2035000604108,185.00192248297571,0.9022230843918695,93.77735092857495,24.068942757406766,83.01,104.55,21.539999999999992,Texas Red
E12,1722.9978548931663,1736.5078149588776,1741.8357699414664,1918.1265560671445,195.12870117397824,0.9163239701947371,95.66126328394282,19.3628825206554,86.03,105.29,19.260000000000005,Texas Red
F1,1828.1434915773352,1838.7055956877794,1829.84847329672,1850.5797361115851,22.43624453424991,0.902028378606307,80.56962439426498,3.701325917537696,49.97,111.17,61.2,Texas Red
F2,1807.8068906245642,1813.0138703499713,1807.8068906245642,1828.372106358403,20.56521573383884,0.8816245879865197,108.61478405899459,5.792634640467341,69.34,119.99,50.64999999999999,Texas Red
F3,1710.3641490382815,1849.200785845995,1710.3641490382815,1849.200785845995,138.83663680771338,0.9180030804296273,47.98956395033986,1402.0410168597446,0.0,119.99,119.99,Texas Red
F4,1649.919572804718,1656.5526453282428,1672.2657118259178,1872.5996309461016,222.6800581413836,0.8892332814201046,91.57513088541559,39.73519300139101,78.58,104.57,25.989999999999995,Texas Red
F5,1653.2201127814326,1837.3548742730695,1653.2201127814326,1864.0438726228595,210.82375984142686,0.8211637564078922,115.33369271754579,-1.7570110829320074,15.19,119.99,104.8,Texas Red
F6,1661.3865759245214,1672.2221033859578,1683.6736346234527,1881.4320995060637,220.04552358154228,0.8953804939359362,92.93443846468077,31.478358215102343,81.33,104.54,23.210000000000008,Texas Red
F7,1646.8297864332917,1659.8653130231967,1671.068789371245,1869.892598236618,223.0628118033262,0.892856416909305,91.33081138300089,35.447370837179946,78.71,103.95,25.24000000000001,Texas Red
F8,1677.1247270144795,1690.256474399691,1699.19995827638,1890.3260949928092,213.2013679783297,0.9020358849999547,91.87229744866927,32.7401260359775,79.24,104.5,25.260000000000005,Texas Red
F9,1652.6477803086177,1664.7923870712495,1677.0935325237385,1890.1982300458767,237.550449737259,0.8931442122981988,92.08266284632764,36.90040118063513,79.72,104.44,24.72,Texas Red
F10,1814.8661644862339,1872.7924779554126,1814.8661644862339,1872.7924779554126,57.926313469178695,0.945710334196194,47.61835800720639,1253.4054218040499,0.0,119.99,119.99,Texas Red
F11,1704.7359383409548,1714.362443538006,1720.7154467989626,1910.6388817972268,205.90294345627194,0.9312239624998498,99.41665070775427,16.27505802063361,91.52,107.31,15.790000000000006,Texas Red
F12,1704.988631717433,1712.9635325960558,1719.3686613289847,1924.1160105356564,219.1273788182234,0.9239199112824068,102.09852329884593,14.109129462770312,95.4,108.8,13.399999999999991,Texas Red
G1,1739.5991302137195,1850.7353985742411,1739.5991302137195,1850.7353985742411,111.13626836052163,0.896317282988051,48.836218981193596,1371.2893825795693,0.0,119.99,119.99,Texas Red
G2,1682.766916379265,1854.3675163404296,1789.5432708666926,1854.3675163404296,171.60059996116456,0.9389412869350278,40.16172364925394,397.7428385649167,0.0,94.25,94.25,Texas Red
G3,1737.313161504071,1856.2889332702716,1737.313161504071,1856.2889332702716,118.97577176620052,0.8750806493840594,49.56424000724998,1402.2282412479556,0.0,119.99,119.99,Texas Red
G4,1643.142483593688,1655.1986081979148,1668.4345726506972,1880.2795263461967,237.1370427525087,0.9006850600595886,90.88202884659971,41.271899646509866,77.61,104.16,26.549999999999997,Texas Red
G5,1642.5378385874526,1657.1756493645764,1668.7966908838318,1887.5622825526384,245.0244439651858,0.8986088071939812,91.76066917610054,37.2661548684126,79.44,104.09,24.650000000000006,Texas Red
G6,1663.3161339270548,1672.5174310605973,1678.0389463371762,1880.2252329392272,216.90909901217242,0.8745624907814348,101.79958913469966,13.818286861534517,94.98,108.62,13.64,Texas Red
G7,1676.3081522034695,1687.4665331591732,1697.2272017939156,1880.4318735687634,204.12372136529393,0.9013044686682172,93.56938026652163,26.365091982245367,82.69,104.44,21.75,Texas Red
G8,1697.1404729767273,1706.5429791623494,1714.5313723354814,1896.222689851474,199.08221687474656,0.8925427844020848,98.37958116890769,16.496327701866676,90.59,106.17,15.579999999999998,Texas Red
G9,1671.7047324727766,1682.2283287200205,1693.8585620048727,1895.6314234694685,223.92669099669183,0.8869164264273312,94.76842009909689,26.440308782331982,84.81,104.73,19.92,Texas Red
G10,1860.025690110967,1860.632678543179,1861.57017752039,1862.9167623336702,2.8910722227033148,0.1740600044843471,32.031404887910455,0.34143333081398897,25.22,38.84,13.620000000000005,Texas Red
G11,1881.596362308578,1882.9757233096,1884.4553977876365,1884.4553977876365,2.859035479058548,0.17366281959630148,82.11486481416176,86.27857370903351,0.0,119.99,119.99,Texas Red
G12,1875.5323150092047,1876.3665003464312,1878.3582993486598,1879.5804455493796,4.048130540174952,0.23837569370347622,21.838341463847843,0.8631695218208344,21.18,22.5,1.3200000000000003,Texas Red
H1,1760.3348074076594,1868.6263661737448,1760.3348074076594,1868.6263661737448,108.29155876608547,0.9181410711093869,47.22899873774975,1364.4940857495885,0.0,119.99,119.99,Texas Red
H2,1677.2639609675887,1828.2653617698963,1837.6825841022512,1848.6071390099894,171.34317804240072,0.9070589824853637,31.365921363885818,34.4172304081974,16.69,46.04,29.349999999999998,Texas Red
H3,1667.9665769242756,1842.7350368198402,1836.8860562885272,1860.9288467509568,192.96226982668122,0.9253623751560389,38.172023785066415,102.36434171986802,10.77,65.57,54.8,Texas Red
H4,1650.4615541547319,1662.4153788613353,1670.758793119745,1887.4985449454216,237.03699079068974,0.9312539909564393,97.5884573581273,21.78304209581035,88.85,106.33,17.480000000000004,Texas Red
H5,1602.7879495165882,1865.744608636994,1602.7879495165882,1865.744608636994,262.9566591204057,0.8228145187728939,1.1925261222973234,-2.1914877780764894,0.0,119.99,119.99,Texas Red
H6,1644.234115245919,1657.9689285878042,1668.1460352378947,1909.7469375290834,265.5128222831645,0.8900919003337168,96.51232047002865,26.7690729514689,87.23,105.8,18.569999999999993,Texas Red
H7,1626.840436249892,1640.270397256847,1652.7742705101293,1899.591812064931,272.75137581503895,0.8883949905184536,96.17340955313472,27.779235525010495,87.14,105.21,18.069999999999993,Texas Red
H8,1648.064957222687,1660.6261948906904,1670.2809237909644,1916.9715920484107,268.9066348257236,0.8944364851856,97.61385391744267,25.674066120918653,88.62,106.6,17.97999999999999,Texas Red
H9,1656.5856245827506,1662.7086429727972,1674.1351110120816,1906.06999421311,249.48436963035942,0.8871378500404442,98.80437257072457,24.90163736431881,89.89,107.72,17.83,Texas Red
H10,1873.4475492375798,1877.0852057383415,1883.541882372669,1889.0331287332067,15.585579495626916,0.8784170455538919,41.31460485550413,2.475986691926834,32.66,49.97,17.310000000000002,Texas Red
H11,1871.6301063572932,1872.6138049828778,1874.2854224552593,1875.8039243271548,4.173817969861602,0.3604085243756914,35.206993070478475,0.7272506109839051,34.55,35.87,1.3200000000000003,Texas Red
H12,1904.116577652734,1904.9750077038123,1907.2021417676722,1908.4764529544232,4.3598753016892715,0.293410459732547,45.08214989219356,0.8105608953678387,27.31,62.85,35.540000000000006,Texas Red
A1,1735.473953417154,1738.491387439566,1735.473953417154,1738.513383340909,3.0394299237550513,0.16298583120971888,33.548794404362866,67.77208066702246,0.0,119.99,119.99,Cy5
A2,1738.0513138307274,1739.6496348962094,1740.223362098487,1740.5778053152494,2.526491484522012,0.10713791484875346,41.835345246693876,0.36125379683693104,36.88,46.8,9.919999999999995,Cy5
A3,1736.8936371884454,1737.5454198365244,1736.8936371884454,1737.5454198365244,0.6517826480790063,0.008645944905477654,3.701707921848472e-06,2.4506292118680073,0.0,119.99,119.99,Cy5
A4,1713.915072236366,1739.7769251268312,1741.894020901852,1742.042875456827,28.12780322046092,0.8687017291748723,29.585712760235477,7.166411622410537,12.96,46.21,33.25,Cy5
A5,1714.06750902698,1715.7728707889273,1716.1473130782506,1744.6926850780449,30.625176051064955,0.8579443161745288,102.899114583908,1.5214650807013592,96.76,109.04,12.280000000000001,Cy5
A6,1710.9304052529849,1736.2204160898568,1738.9759135411457,1738.9775235454101,28.04711829242524,0.8433530967254728,22.33268289763771,4.250372600747611,11.58,33.09,21.510000000000005,Cy5
A7,1715.2916889486885,1716.675759388782,1718.5587374962106,1743.0236515914892,27.73196264280068,0.8282492373661894,94.1627293139952,3.0377141796752296,85.5,102.83,17.33,Cy5
A8,1718.2134128379837,1719.4610137450238,1720.309159108612,1743.5574838448986,25.344071006914874,0.7934932612205133,94.45831357980018,3.5319519368986008,82.31,106.61,24.299999999999997,Cy5
A9,1727.6032012010344,1727.6076167909202,1729.311949891772,1749.3482058043883,21.74500460335389,0.7657884904852708,95.81906272148929,3.3108266411544376,84.53,107.11,22.58,Cy5
A10,1746.352136167953,1751.5052505026463,1746.352136167953,1755.2291709223864,8.877034754433453,0.4598442031941482,11.702062166810164,163.60690465416548,0.0,119.99,119.99,Cy5
A11,1726.1117327012757,1748.6420685148855,1755.237104503579,1755.782604128213,29.67087142693731,0.8691608736280247,6.797330779742213,5.576594891424638,0.0,16.36,16.36,Cy5
A12,1727.0370505066642,1730.8476249746327,1732.450233948875,1752.6239958956892,25.586945389025004,0.7472613672426506,82.38975388027428,4.602541247705284,69.21,95.57,26.36,Cy5
B1,1745.5612878250972,1747.7291068920545,1745.5612878250972,1749.6022132528315,4.040925427734237,0.17483163141196656,30.865158656728767,119.43722102921097,0.0,119.99,119.99,Cy5
B2,1735.1478899177648,1744.255080436386,1735.1478899177648,1744.7509272610741,9.603037343309325,0.5150441477380139,46.132152605287544,407.57167894469353,0.0,119.99,119.99,Cy5
B3,1740.2165022015529,1742.5741090730428,1740.2165022015529,1743.3272180658482,3.1107158642953436,0.1556684885886369,4.206950757436247e-10,40.63460174650838,0.0,119.99,119.99,Cy5
B4,1716.802143736852,1719.0906838951678,1719.7609613271497,1750.942674723473,34.14053098662089,0.8594357669634329,93.81506106569397,4.69710499238365,81.24,106.39,25.150000000000006,Cy5
B5,1717.7351421613223,1719.4839192508657,1721.2078689574682,1748.0278253881454,30.2926832268231,0.8361778416362716,91.01158277538164,4.7903316000511404,78.7,103.32,24.61999999999999,Cy5
B6,1714.1582170288461,1715.595659628719,1716.9128541267523,1749.320977518135,35.16276048928876,0.8476405267792881,96.9353039109017,3.8774840095614977,86.9,106.97,20.069999999999993,Cy5
B7,1714.3446838727102,1716.684189668245,1718.184332730073,1749.884336794536,35.53965292182579,0.8386707739014789,93.48540668479419,4.272389910060057,83.0,103.98,20.980000000000004,Cy5
B8,1718.903092475607,1721.6860467367428,1722.094136425434,1754.1773380835352,35.27424560792815,0.846851962457793,96.11190989842541,3.347667940892748,86.12,106.11,19.989999999999995,Cy5
B9,1722.2591042181355,1725.570780109155,1726.3934193245116,1755.3144564444553,33.05535222631988,0.8339832570395378,93.87290737714635,2.8653501847211196,85.13,102.62,17.49000000000001,Cy5
B10,1747.0237782723614,1747.8464113885937,1750.0938643400211,1750.9193480816632,3.8955698093018327,0.10543571747851632,5.466090007332482,0.9763283218941194,4.81,6.12,1.3100000000000005,Cy5
B11,1724.7688986982726,1750.2832432430996,1753.5291565788414,1753.7249141711445,28.956015472871968,0.8753483261368142,17.59054054515286,2.4947998698383804,12.51,22.67,10.160000000000002,Cy5
B12,1720.7291529010395,1723.7389228299523,1726.3146483342355,1753.7503158707939,33.021162969754414,0.8293544155207192,98.34291818461773,0.9766593308393474,97.68,99.0,1.3199999999999932,Cy5
C1,1725.5792189476497,1746.001559705892,1725.5792189476497,1746.0766155369547,20.497396589305026,0.80827384849297,43.648944012852226,732.4395375288761,0.0,119.99,119.99,Cy5
C2,1724.758459914035,1744.2918357366627,1736.241396513899,1747.4789653087619,22.720505394726842,0.8711523580724894,30.69042093251925,100.81625367693879,0.0,102.27,102.27,Cy5
C3,1737.590285729731,1737.590285729731,1742.3869734407933,1745.8955667612615,8.305281031530512,0.04932352056984157,3.9910643068569364e-22,4.163279455041611,0.0,1.31,1.31,Cy5
C4,1723.1026553949175,1726.7220076753433,1727.3756457131888,1760.996038286707,37.89338289178954,0.8664217709782989,92.55312009739882,4.413243253718945,81.3,103.8,22.5,Cy5
C5,1727.9892132933273,1731.2791911992022,1732.2590875295723,1778.1277784188062,50.13856512547886,0.9043164494896224,95.25227345728797,5.876776550007983,83.99,106.51,22.52000000000001,Cy5
C6,1716.2982560930488,1718.5932655767003,1719.2819361688366,1751.7417574899587,35.443501396909824,0.8613253408764461,93.69672463251214,5.098027501148029,80.72,106.67,25.950000000000003,Cy5
