,F_max,C_half,k,F_b,DriftSlope,Fluorophore
G6,19645.62143559088,56.875336705428495,2.6259934312979865,4783.371727621621,23.245315578160252,FAM
G7,19030.840758555063,46.017820831378984,2.897928535194377,4551.3923706491105,17.295216840091662,FAM
G8,18607.330573136565,52.91486262280357,3.144522821715968,4581.627302924311,19.57809104221097,FAM
G9,21195.766452207048,48.06440638886936,2.4485440188122425,4949.591429177315,15.307624023360736,FAM
G10,63.723857590470075,2.767704042621269e-10,15.645855266444677,2217.2424934770747,0.36439004686156795,FAM
G11,41.549575371175166,1.5598424772725125e-22,26.4731023428193,2270.9861527679723,0.34322723572848995,FAM
G12,46.592469858191926,7.0632535250825565,17.98806668322801,2196.267994939824,0.26099847509988455,FAM
H1,12344.10470908995,108.2742852236079,3.5845070547434643,3815.311763433592,16.873704047945484,FAM
H2,15290.615639205325,81.81296238404286,2.453959973606404,4342.565740915136,26.28095030734652,FAM
H3,17118.11255112421,92.97260242877636,2.710442176302121,4231.255019191679,29.947292675959705,FAM
H4,23201.82834555791,49.65377694216294,5.803985509824082,4425.068995664696,14.979547762351062,FAM
H5,23433.58755045964,61.04384708875443,2.29982013830875,5026.131567913171,14.117835861600135,FAM
H6,23849.2905133217,49.920295575023694,2.3676226134622174,4686.475786792746,33.8183885133293,FAM
H7,25851.74305688665,49.897330945242174,2.840331814162934,5110.4432970284315,17.142916758620014,FAM
H8,24362.36779844384,49.68389686802306,2.722412286283102,5010.055100787459,23.290527514649146,FAM
H9,23944.63319012646,51.32688074159252,2.623088643170354,5129.547374909796,18.566837534172592,FAM
H10,26.045359058444237,35.20838015965233,5.288908018908759,2192.98514873318,0.8424864571438103,FAM
H11,37.76123438411346,12.505395947607706,16.27119248414015,2230.011248060856,0.3722103089978861,FAM
H12,106.98029427537611,3.0344648698470136e-11,10.259261946819388,2145.3237537649293,0.7306177662627126,FAM
A1,81.29141418276764,38.8536487507286,16.155155967736587,2753.8868733488766,1.6764993661771093,HEX
A2,103.45393048025768,40.591577753230325,18.678218079442257,2723.638992865007,1.7603308593516491,HEX
A3,182.23532846987897,21.03589362049887,26.40049062596998,2754.716454557282,1.6263598946858921,HEX
A4,1323.1301572219504,83.09956067327144,1.8621644194856146,2611.2916032657804,4.0104402660396845,HEX
A5,1567.5217933909096,57.68313742971645,3.236497221526517,2608.454586826492,2.3714269626062445,HEX
A6,1406.3580146125064,72.20364291675456,1.8186397353001422,2589.6678818459304,3.2087036461688143,HEX
A7,1428.7806097875714,47.13658729890206,1.9568213048276437,2534.993050211146,2.3553389418605355,HEX
A8,1403.9922274722537,45.63948456621959,1.8066484657182043,2500.855957021994,1.3976035807971403,HEX
A9,1245.1454852077409,43.17010245462262,1.6847580411769254,2503.186887565721,1.2989361884400583,HEX
A10,891.4902361684534,110.68813463590712,5.049225621831471,2300.7639570039673,2.1172203846590727,HEX
A11,1598.5247797077643,64.89437659746167,5.45746520867341,2427.2402235038094,2.1187995709252547,HEX
A12,1237.3254097159593,37.30031888384336,1.600624468097597,2384.5583847663124,3.2395393235526293,HEX
B1,853.8489547417419,120.11209961743691,2.5232578253542073,2282.1044005376903,1.9545688472471396,HEX
B2,1073.1540737997243,116.26568035674799,2.328676022530341,2330.934972251171,2.26615849774288,HEX
B3,69.57159831335146,43.41572132193701,11.6692339378526,2347.3953452830374,1.615786686625591,HEX
B4,1868.8338215093602,44.303955861930284,2.4143108599283067,2407.5305640503057,2.019857810759616,HEX
B5,1891.215789141204,42.13172269970341,2.4414839953786065,2385.0328103100733,0.5195431013584632,HEX
B6,1949.5850991453879,48.65829349192443,2.129263640383383,2412.464189537979,3.2405162357708486,HEX
B7,2070.569700501548,46.24701306235927,2.0924267554516494,2491.1268947470285,0.6267996799461931,HEX
B8,1860.3980952192417,46.17277215043066,2.4738488110515693,2456.361338847273,3.6455951920741003,HEX
B9,1834.317681387865,47.77780784630614,2.524635967548659,2491.283863152885,2.61498021655729,HEX
B10,65.93114617714089,22.126152193252338,17.415544260906483,2255.2255235046377,1.0743063018004702,HEX
B11,1755.778348943458,65.02721020407398,7.514930994525213,2464.0577825355836,1.9055506314719641,HEX
B12,1779.9161973511361,56.368656525661955,6.559205091818993,2490.1096867129445,3.6681814015969665,HEX
C1,1367.504361939624,102.10002301643374,2.485023974362113,2206.6165439903016,1.2578503092209994,HEX
C2,1885.314043208732,99.14337128649333,6.879452924900275,2288.4444089016065,0.931462432010078,HEX
C3,6950.638216529123,62.47774194812244,91.10828499962972,4.5698047463097954e-09,-16.998525622903912,HEX
C4,1954.4842816808891,43.94156159139092,2.3749615766849175,2335.5446281893287,1.3993465690372933,HEX
C5,2081.856920054842,43.091307294110926,2.0594498788314035,2373.1187795868736,1.2047025501635635,HEX
C6,2106.847152330042,42.71371645449408,2.574400156074955,2386.520873183294,1.0678194224199238,HEX
C7,2090.2462214799766,45.70651093821694,2.188125163719959,2401.182735641815,1.4175663048399687,HEX
C8,2013.4525110067498,47.08329681346745,2.3643295925721306,2440.8063618776937,2.0833277764185443,HEX
C9,2177.2561688006967,54.472598925077214,2.554913082508613,2483.5764456058614,1.5469298255815014,HEX
C10,928.533144257408,112.6812451401603,5.119246312182169,2461.2640524401477,3.2360362670093723,HEX
C11,2041.5227375404963,46.4404208206036,4.1417913396512365,2468.4996484352064,2.39787472815002,HEX
C12,1888.1583654725532,43.2352829824003,3.5175496686182046,2497.2059453434217,1.6110969623481446,HEX
D1,27.669838061652214,41.79125937269238,9.875309945810185,2358.4638905253773,0.635031762488086,HEX
D2,306.5253805085131,121.16974600326273,2.25707707780319,2272.8004068927808,1.4375936592124088,HEX
D3,6902.175014241049,63.06809910971229,89.7637127453225,1.5989642632992067e-06,-17.34882135010686,HEX
D4,1894.0615911379148,49.03412687487506,2.5108605754601085,2292.415088966606,2.3829794460019253,HEX
D5,2080.6728033334844,56.60904371504371,2.385220356439975,2328.1214937718214,0.6397963949144087,HEX
D6,1925.492449191964,52.356553394973275,2.649968258428409,2296.2781816881034,2.2405179430931743,HEX
D7,1651.4201278541968,49.53350704128658,3.0219273333507393,2245.7793217782673,3.301807904538896,HEX
D8,2055.7317093378615,57.64845070817211,2.6070676896702056,2370.9020569994905,1.4683373011684049,HEX
D9,1924.7033964111063,61.79622496669038,2.861112707752383,2284.587143441176,3.11803753153048,HEX
D10,23.776904128741375,19.679765223376155,7.6116981326683995,2197.9576757477353,1.3497381971078286,HEX
D11,1625.426203844193,60.839311833956124,6.707120469501482,2368.9678619741194,3.7867840018209677,HEX
D12,1378.453998414583,52.67921426861058,5.680505757131696,2339.895782950234,3.7704588922992417,HEX
E1,83.4171621353869,42.267163746310665,15.857421318829301,2361.6083315647056,1.4843684359068143,HEX
E2,301.7741433869723,116.8469036499622,1.8926611965007702,2336.729476196251,2.6874372441460155,HEX
E3,45.20192422971639,35.31516066348975,7.62480779147596,2399.674842791004,2.3327588421383005,HEX
E4,2074.7807718642985,45.62746987018582,2.0463074180714367,2466.7322920741767,-0.07031325923473207,HEX
E5,2142.924212159619,42.622262588272164,2.2669535097743565,2515.5072236092487,0.436241960030771,HEX
E6,1873.8908866883855,47.13372192638285,3.696940271350467,2391.1775772802666,2.06199659901472,HEX
E7,1901.4930537851194,43.4206052522141,2.1210005901683555,2507.601550793109,3.4633505057094807,HEX
E8,2036.4969964601128,41.48048212881044,2.7479824002124986,2439.0144005800203,2.514451300020491,HEX
E9,2108.2372447191196,41.43749233119839,2.673245002395284,2522.6227183317624,1.5808074405780048,HEX
E10,634.9333114440345,108.12896512674146,4.182484968806592,2296.268786486653,2.353496873119773,HEX
E11,1682.0061178070457,45.14267593657249,3.4202144059601243,2382.1242497206326,1.630596425366139,HEX
E12,1606.7929795275293,48.4308230478501,4.255258615238766,2412.093946991726,3.4341222499525768,HEX
F1,68.4299296693316,38.065772954369464,11.128081662188798,2437.901021772541,2.1159376864238664,HEX
F2,71.34486746312945,35.26295714279205,10.949775150796539,2439.1813046942084,2.18137564380258,HEX
F3,1428.671160954582,108.30417216643782,3.1683330346773686,2444.416976091296,2.6368621713592604,HEX
F4,2143.8070220367294,42.484183238726004,2.7115953249666003,2488.813352743471,-0.6235276785744837,HEX
F5,1745.6616196461775,63.37827550708946,2.1408992050379645,2444.5545959316037,1.5793569464868813,HEX
F6,2010.2211686294006,44.68483678594799,2.655326528244783,2460.952474581378,1.7709249480000824,HEX
F7,1891.5531145978257,42.985526556879485,2.2141495399762676,2410.6738054028333,3.0541635210811675,HEX
F8,1849.4061048247636,42.34700673321742,2.99137213835341,2404.196149164438,2.4355899874762645,HEX
F9,2127.7657309261226,43.90070712222708,2.3511829390685515,2500.43116096984,2.2040341394773613,HEX
F10,567.7010096903069,108.93983384379317,4.349813523099658,2264.4225584820283,2.4605991785957007,HEX
F11,1845.2112390856632,53.711089003360534,6.393652675217283,2477.682526869518,2.7294121049762894,HEX
F12,1926.7938146643057,55.913408382673126,5.656391501544331,2506.0660586322388,3.7536819415518217,HEX
G1,1210.4314044678842,109.67157310161669,2.981102607567242,2283.923742442323,2.246521764543312,HEX
G2,1518.6206736926817,98.46082386499003,2.7375298288668493,2317.527651614685,2.7789832764656346,HEX
G3,1528.166051049592,111.42851524091938,3.186360233548908,2387.5668081082804,2.531419228588031,HEX
G4,2157.051330871347,41.906188658111816,2.5662602551222546,2413.121726967246,1.861714148018253,HEX
G5,2160.1583244313774,44.31954623223084,2.4208193866043346,2449.8207259804485,2.766666883109469,HEX
G6,1811.1953293236375,57.33131881453996,2.5098515251655953,2392.5216285336364,2.943378730695757,HEX
G7,1760.6782728456233,46.42902038492189,2.808472465638401,2354.8608816093983,2.549934724599129,HEX
G8,1673.613444896565,53.38701682466123,3.0847329763910327,2365.77129857304,2.852043546978046,HEX
G9,1982.1307167619966,48.04058113123358,2.46643729495893,2435.1387875542655,2.251878011692229,HEX
G10,3.596928052047858,13.771161687299378,0.5000000000003909,1915.072273220385,0.04578005070206359,HEX
G11,1.695203523519822,72.82201342770472,0.5000075610494341,1947.6064480353373,0.024349206361463982,HEX
G12,14.895223268539395,3.9222457035741405,10.983451105974295,1920.6350445492665,0.009332215152382927,HEX
H1,1254.4235208171604,108.37061558708827,3.6128950232100743,2206.4065360685117,1.63340668257426,HEX
H2,1483.8959253888302,81.50386582717199,2.3267144224341334,2377.5762458931,2.6650688313024555,HEX
H3,1732.2041748032407,93.03715287313982,2.6581973594494968,2312.3904458156376,2.9327787925390165,HEX
H4,2222.194924205856,49.44486684300644,5.618627958559232,2358.7886585957763,2.9786231017640072,HEX
H5,2327.1928943404896,61.347658599100235,2.1858858421278273,2417.208064581571,1.5979841873798784,HEX
H6,2220.4843835387783,50.02139827999465,2.2317283822371623,2414.0128814949826,5.109749527410775,HEX
H7,2475.8835208037053,50.073747955778,2.8510548461030885,2474.8625647990975,2.8643466184002397,HEX
H8,2283.5450243015325,49.581205029544435,2.6515500044470017,2484.4023396579005,3.4347475398745257,HEX
H9,2291.6744310731387,51.38683684411568,2.5694806663912364,2502.106866152326,2.8017657982311666,HEX
H10,8.316507673985571,30.423187588342024,5.32733245836807,1940.6089246483104,0.025201990729194344,HEX
H11,19.078809264163862,1.4461357321800758e-11,24.066746443109828,1925.6953677231688,-0.008613777249988451,HEX
H12,21.816913162638322,1.0437605176620637e-10,3.9495392514780585,1945.12817173598,0.05594505867705695,HEX
A1,1.3151474347084344,88.55503621042132,0.5000179652347043,1820.4753363202963,-0.141265180465499,Texas Red
A2,1.7498998427835113,99.53360960649646,0.5000000161408394,1825.1119418267892,-0.1704316160648526,Texas Red
A3,311.8599070836607,71.23932831376275,99.99999994701348,1695.8308427889592,-0.9135250360033953,Texas Red
A4,172.00433254623607,31.32617975566536,12.200023532085687,1812.0358009453028,-2.85985100736052,Texas Red
A5,54.546280569583935,102.4940170658069,4.699222490537092,1851.0819010908074,-2.065146464938648,Texas Red
A6,90.41183041845558,24.284818662814565,7.55671572565387,1802.4387697588638,-2.2667098274681488,Texas Red
A7,94.86305483158512,94.49716111918167,7.6397807161469675,1832.3023563660558,-2.3026779363433945,Texas Red
A8,104.04471425646993,92.25773998262167,8.238184334490455,1836.711331427114,-2.3044362153499973,Texas Red
A9,111.85300732476588,91.02528940355002,9.30782212030952,1879.3244113862556,-2.2140125426967328,Texas Red
A10,2.926537474296216e-10,80.54163639540269,48.83405072092938,1902.1969226415636,-0.3938909133946558,Texas Red
A11,49.97054368530325,18.855510954617763,4.875386342809002,1919.684463257934,-1.9471462053483644,Texas Red
A12,154.7586207326739,89.96112260024559,12.301321532658328,1916.2297558188602,-2.54770222053763,Texas Red
B1,2568.9957343305377,49.278056188116054,99.99999999999723,875.1302711836672,-6.425221135017306,Texas Red
B2,5130.5866867324885,50.16985021610335,85.67558159878855,2.2302380896406515e-07,-14.826472189818622,Texas Red
B3,16.78196439002926,143.99999999922994,13.512327886135482,1825.1580675959633,-0.12468196988322582,Texas Red
B4,131.28325176900623,91.54052930024821,8.718760087980565,1869.0160121800468,-2.86755484527951,Texas Red
B5,145.86499208832385,90.05350612456955,9.33348502875242,1856.3256740359348,-2.8706515444779295,Texas Red
B6,113.38746657343809,95.27805371536536,7.75528501279951,1858.0825794859443,-2.799672607366829,Texas Red
B7,136.34659169451584,92.69538637435026,8.099711863372997,1860.1681480763123,-2.9869792286196652,Texas Red
B8,120.23209862574228,93.54711581256946,8.087309297955857,1886.0584498503667,-2.8544172245809754,Texas Red
B9,109.18758452032593,94.72100079839367,7.667444828337752,1905.3487632721276,-2.6737642832291493,Texas Red
B10,1225.2573439942203,66.57869267564983,99.99999988111891,1472.1359849501,-3.085330914350483,Texas Red
B11,44.45491103880673,18.15039216416623,4.648988565641707,1912.805451884358,-1.9357165837256225,Texas Red
B12,61.982156663090876,100.50432094781155,5.417991760661871,1924.8859648774717,-2.261443140195657,Texas Red
C1,5424.826997598315,43.961631499524586,65.92270636246384,1.2359672984520956e-07,-20.166805744707677,Texas Red
C2,1767.6886548228254,39.00016644600656,44.20132558014349,1314.8764971729818,-9.680866744452105,Texas Red
C3,5.488167545218054,116.54747158989328,0.5000000000399618,1826.7207698193586,-0.09957398462190413,Texas Red
C4,143.5999682104072,92.40413414260516,9.412301366113766,1872.7955005087097,-2.910223853277118,Texas Red
C5,162.9861709060099,91.45180855816653,9.753760747939914,1873.8285550842922,-3.1341875743124796,Texas Red
C6,158.05339923055308,91.51442523962773,9.218398916281101,1869.2663705107166,-3.166738313055344,Texas Red
C7,138.73718851955,93.24147298308662,8.482434724804197,1866.6000926691568,-2.9975421684773558,Texas Red
C8,122.595821780328,94.1358308081739,7.793116591156313,1889.1609724215007,-2.883972867399971,Texas Red
C9,88.12516427019408,99.46649921104374,5.829345252932078,1903.156742291525,-2.654071596999989,Texas Red
C10,5279.1234306256365,48.21018266155157,80.37220831070223,5.911885274725859e-09,-16.32508973727146,Texas Red
C11,124.05464452441109,94.00791211373627,8.02243185824706,1904.125306027277,-2.8981470620191723,Texas Red
C12,146.97852704761644,92.08464653041972,9.518341542496124,1928.6023144326816,-2.9284229786565175,Texas Red
D1,2.1341382383664573,84.05384878852973,0.5000000000000023,1839.5238834537893,-0.06406327552576811,Texas Red
D2,1023.2817144576504,47.887059764552966,99.99999976530542,1439.6533964113617,-2.5706707597123724,Texas Red
D3,6.146967199292682,143.06596700514794,10.878492597266728,1821.6204399463995,-0.0651885198049401,Texas Red
D4,104.0144740699533,96.22520174736621,7.311947399095268,1891.7247054089967,-2.6833590575386745,Texas Red
D5,67.16199389913473,100.93950108005554,5.074768365768026,1875.0783027819773,-2.2997768665055927,Texas Red
D6,83.9876162580652,97.24222613402584,6.325822790669755,1867.1130730779773,-2.439593849133903,Texas Red
D7,79.86717973879138,97.27618757875051,6.860057202434919,1869.2307111136658,-2.209053622169575,Texas Red
D8,65.05075677188273,101.47201164406997,5.022306470755744,1880.720266199178,-2.335844258965591,Texas Red
D9,1.274653996882164e-07,142.95445012868885,97.97342841487053,1875.2419147625924,-1.8419365103915653,Texas Red
D10,1336.4884884327023,66.66307797008761,99.99999998323904,1436.3515118186442,-3.344842963637287,Texas Red
D11,1.284561918691614e-12,110.75734106873772,68.94238375023737,1894.2364328867336,-1.6794329457940076,Texas Red
D12,58.33502180463758,99.57528174650609,6.140263936481898,1893.4579511745092,-1.874995655833438,Texas Red
E1,167.59434269067393,143.9999999999886,99.99999991845823,1808.3449038591693,-0.48915876125250524,Texas Red
E2,2353.207139763785,54.61021664665833,99.9999999984836,967.2069068800087,-5.960356161635619,Texas Red
E3,2.336196323474667,87.97227273228908,2.4818299146125065,1822.4060766262871,-0.18856119912484892,Texas Red
E4,142.0129023313806,92.88436396206794,8.522261586715745,1866.5019243566924,-2.992696334547139,Texas Red
E5,180.33358192858927,90.11170765548441,9.927708683139864,1879.5595875412178,-3.4107368278522836,Texas Red
E6,102.75542952296136,95.69954380204341,7.3493207510091185,1856.2157416247258,-2.5701322776375064,Texas Red
E7,153.22427556094533,91.34797956122561,9.48404866808014,1892.4433024833204,-3.1863674804582813,Texas Red
E8,160.4320707732868,90.581619938258,9.568341180821903,1867.1610182614156,-3.2322653060121613,Texas Red
E9,180.6550047485445,90.46844680617323,9.971758246301713,1915.071405425152,-3.435787217167783,Texas Red
E10,5103.451087224711,46.95214433243191,85.6207109835933,1.2835346760712885e-10,-14.790070905613915,Texas Red
E11,105.83360988299975,93.77735092857495,8.177368274110119,1904.202393009552,-2.3894597133431703,Texas Red
E12,86.74804302650026,95.66126328394282,7.311028131750405,1918.1263758791868,-2.3241282359696624,Texas Red
F1,15.987531069962037,80.56962439426498,23.23354133713356,1850.0962412833912,-0.29555684995281356,Texas Red
F2,24.317117770041282,108.61478405899459,29.81956494553288,1827.7515084077804,-0.2866448020429797,Texas Red
F3,5693.473801452865,47.98956395033986,65.574655397633,2.3594821930739105e-12,-21.32743350347167,Texas Red
F4,171.78562516136344,91.57513088541559,9.868481547956941,1872.5836026939057,-3.211213288949851,Texas Red
F5,1.4001054054877493e-11,115.33369271754579,76.04248364236881,1864.043872622857,-1.7570110829355077,Texas Red
F6,137.63339928755278,92.93443846468077,8.81285645610264,1881.4284776114928,-2.9299916067858507,Texas Red
F7,154.11712003986918,91.33081138300089,9.58108973049063,1869.8814309088946,-3.0819091727873507,Texas Red
F8,142.58006963559413,91.87229744866927,9.58991621609409,1890.3162447503883,-2.904891372921032,Texas Red
F9,160.61402290820803,92.08266284632764,9.386951006208966,1890.1894097196882,-3.253104546416882,Texas Red
F10,5070.209255911798,47.61835800720639,89.02081845765834,7.753197141024742e-09,-14.146892173899746,Texas Red
F11,74.36560745012954,99.41665070775427,5.996149379451028,1910.6388771119655,-2.316343841898776,Texas Red
F12,65.8739347876301,102.09852329884593,5.089569005860825,1924.1160104078315,-2.359354234137215,Texas Red
G1,5563.264439895547,48.836218981193596,70.153852260356,2.660536523294451e-11,-19.526727394317422,Texas Red
G2,1629.3603741585348,40.16172364925394,41.0700667716494,1409.0437289649617,-9.59725497471698,Texas Red
G3,5690.828203126098,49.56424000724998,68.32017941914803,3.676754231413234e-11,-20.47880953356882,Texas Red
G4,178.6329140907586,90.88202884659971,10.078861684018365,1880.2578575267632,-3.3863288761797823,Texas Red
G5,162.39328822858502,91.76066917610054,9.358537527740028,1887.5533231916816,-3.3321671887336533,Texas Red
G6,64.5951703737298,101.79958913469966,5.175758058721594,1880.2252327537617,-2.330505731897932,Texas Red
G7,115.97982603682573,93.56938026652163,8.257790207696681,1880.4304824392434,-2.6298645269610637,Texas Red
G8,75.06101326991255,98.37958116890769,5.914831747567044,1896.2226853647683,-2.268925615611461,Texas Red
G9,116.99211787028352,94.76842009909689,7.560734687053022,1895.631002177414,-2.8077206852388996,Texas Red
G10,1.313038663472961,32.031404887910455,5.171093863698291,1860.0230156671928,0.01317366494574872,Texas Red
G11,348.41060485705884,82.11486481416176,99.99961577379632,1776.529587509083,-0.8240775052312015,Texas Red
G12,3.432143473854886,21.838341463847843,0.5000000000000003,1875.5323150092047,0.005133653357112863,Texas Red
H1,5535.587804181345,47.22899873774975,70.05609121337095,1.028659136413342e-09,-19.402865295747777,Texas Red
H2,148.03519320225135,31.365921363885818,11.141119245308518,1840.2429434061141,-2.5915678923654393,Texas Red
H3,427.9165656901373,38.172023785066415,20.807263717162037,1802.006105570225,-4.614799702666308,Texas Red
