step,dx,dz,volume_ul,liquid_class,timer_delta,source,step_index,destination,group_number,timer_group_check,guid,from_path,asp_mixing,dispense_type,tip_type,touchoff_dis,to_plate,to_well,from_plate,from_well
2B_012,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,76,ivl_96_dw_v1_0001,27
2B_013,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,77,ivl_96_dw_v1_0001,25
2B_014,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,78,ivl_96_dw_v1_0001,26
2B_015,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,79,ivl_96_dw_v1_0001,27
2B_016,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,80,ivl_96_dw_v1_0001,25
2B_017,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,81,ivl_96_dw_v1_0001,26
2B_018,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,82,ivl_96_dw_v1_0001,27
2B_019,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,83,ivl_96_dw_v1_0001,25
2B_020,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,84,ivl_96_dw_v1_0001,26
2B_021,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,85,ivl_96_dw_v1_0001,27
2B_022,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,86,ivl_96_dw_v1_0001,25
2B_023,0,0,56,RoboNAAT_tip300_primers_SurfaceEmpty,0,dNTPs,0,0,4,0,1,some path,0,Surface_Empty,300,-1,ivl_96_dw_v1_0001,87,ivl_96_dw_v1_0001,26
